UserId,No_of_events,Ratio_of_categories_interacted,Ratio_of_skewness_of_events_to_detect_bot_behaviour,Ratio_of_amount_events_done_more_by_a_typical_bot,Fake
06CA32CB0D,15.0,0.3333333333333333,0.6666666666666667,-0.16772088687662295,0.0
06DCBF123D,19.0,0.6666666666666666,0.5789473684210527,0.0542202099562776,0.0
06E0024BE7,18.0,0.6666666666666666,0.5,-0.0012650642519475416,0.0
06E5FF4322,17.0,0.3333333333333333,0.7647058823529411,-0.056750338460172675,0.0
0700DC8A47,19.0,0.16666666666666666,0.631578947368421,0.0542202099562776,0.0
070BD01E74,19.0,0.5,0.736842105263158,0.0542202099562776,0.0
070BE223FA,16.0,0.3333333333333333,0.8125,-0.11223561266839782,0.0
070D03FB81,16.0,0.3333333333333333,0.75,-0.11223561266839782,0.0
0711646A9A,20.0,0.5,0.6000000000000001,0.10970548416450274,0.0
074D0C8A53,15.0,0.16666666666666666,0.6,-0.16772088687662295,0.0
075D058F66,20.0,0.5,0.5,0.10970548416450274,0.0
077C510B46,20.0,0.3333333333333333,0.7,0.10970548416450274,0.0
07856B9046,16.0,0.3333333333333333,0.5,-0.11223561266839782,0.0
07871773FE,15.0,0.5,0.6666666666666666,-0.16772088687662295,0.0
0791152C53,21.0,0.5,0.6666666666666665,0.16519075837272787,0.0
0791342EF7,21.0,0.3333333333333333,0.47619047619047616,0.16519075837272787,0.0
07A7B8F470,21.0,0.6666666666666666,0.6190476190476191,0.16519075837272787,0.0
07A8B70C0E,17.0,0.5,0.47058823529411764,-0.056750338460172675,0.0
07B8206AF6,21.0,0.16666666666666666,0.5238095238095237,0.16519075837272787,0.0
07BA0F9658,19.0,0.3333333333333333,0.5789473684210527,0.0542202099562776,0.0
07C06B338F,16.0,0.3333333333333333,0.75,-0.11223561266839782,0.0
07CD1B2713,21.0,0.3333333333333333,0.7142857142857142,0.16519075837272787,0.0
07E8709066,20.0,0.8333333333333334,0.6,0.10970548416450274,0.0
07EA181004,15.0,0.3333333333333333,0.7333333333333334,-0.16772088687662295,0.0
08090FD89B,17.0,0.5,0.5882352941176471,-0.056750338460172675,0.0
082C19BA4F,19.0,0.5,0.631578947368421,0.0542202099562776,0.0
0837044B3E,20.0,0.3333333333333333,0.6,0.10970548416450274,0.0
084981E93C,17.0,0.6666666666666666,0.47058823529411764,-0.056750338460172675,0.0
084D19FCD5,17.0,0.5,0.5882352941176471,-0.056750338460172675,0.0
085CAB7D58,20.0,0.3333333333333333,0.5,0.10970548416450274,0.0
0864603191,17.0,0.3333333333333333,0.5294117647058824,-0.056750338460172675,0.0
088B7405AD,20.0,0.5,0.65,0.10970548416450274,0.0
0890887609,32.0,0.8333333333333334,0.9375,0.7755287746632044,1.0
08AE85BFF1,16.0,0.3333333333333333,0.4375,-0.11223561266839782,0.0
08B2EC63CB,15.0,0.5,0.6666666666666667,-0.16772088687662295,0.0
08D60A68C6,18.0,0.5,0.8333333333333333,-0.0012650642519475416,0.0
08D852C8C7,16.0,0.3333333333333333,0.6875,-0.11223561266839782,0.0
08E0ADF530,20.0,0.3333333333333333,0.5,0.10970548416450274,0.0
08E30936FF,15.0,0.16666666666666666,0.6,-0.16772088687662295,0.0
08E5D8029F,19.0,0.3333333333333333,0.6842105263157894,0.0542202099562776,0.0
08F21E50BF,21.0,0.6666666666666666,0.7619047619047619,0.16519075837272787,0.0
09005C3CA6,19.0,0.3333333333333333,0.47368421052631576,0.0542202099562776,0.0
0914348A18,18.0,0.6666666666666666,0.7222222222222222,-0.0012650642519475416,0.0
09196BE159,16.0,0.3333333333333333,0.5,-0.11223561266839782,0.0
091B6E964B,16.0,0.5,0.5625,-0.11223561266839782,0.0
092AF52C54,19.0,0.5,0.6842105263157894,0.0542202099562776,0.0
0947B27290,20.0,0.6666666666666666,0.7,0.10970548416450274,0.0
095E7B7830,17.0,0.3333333333333333,0.47058823529411764,-0.056750338460172675,0.0
09679865DF,20.0,0.3333333333333333,0.6,0.10970548416450274,0.0
096C6C4EAE,20.0,0.3333333333333333,0.7,0.10970548416450274,0.0
0979C0B33C,15.0,0.6666666666666666,0.4666666666666667,-0.16772088687662295,0.0
097C3E5A13,21.0,0.16666666666666666,0.6190476190476191,0.16519075837272787,0.0
098243AE01,15.0,0.5,0.6000000000000001,-0.16772088687662295,0.0
099123C97C,19.0,0.6666666666666666,0.47368421052631576,0.0542202099562776,0.0
0997939E10,15.0,0.3333333333333333,0.8,-0.16772088687662295,0.0
09AC3B1043,15.0,0.3333333333333333,0.4,-0.16772088687662295,0.0
09B8D42FA3,18.0,0.16666666666666666,0.5,-0.0012650642519475416,0.0
09C6D5BA52,15.0,0.3333333333333333,0.6,-0.16772088687662295,0.0
09EEFD391D,17.0,0.5,0.23529411764705882,-0.056750338460172675,0.0
09FC5EF459,17.0,0.3333333333333333,0.7058823529411764,-0.056750338460172675,0.0
0A020680F5,15.0,0.8333333333333334,0.33333333333333337,-0.16772088687662295,0.0
0A163A0E3D,18.0,0.5,0.5,-0.0012650642519475416,0.0
0A33462B24,19.0,0.5,0.5789473684210527,0.0542202099562776,0.0
0A4407A302,21.0,0.3333333333333333,0.7619047619047619,0.16519075837272787,0.0
0A4D14BAE5,15.0,0.5,0.6000000000000001,-0.16772088687662295,0.0
0A6829C685,16.0,0.16666666666666666,0.625,-0.11223561266839782,0.0
0A6F4476A9,17.0,0.5,0.6470588235294118,-0.056750338460172675,0.0
0A7EBEE0DD,21.0,0.3333333333333333,0.5714285714285714,0.16519075837272787,0.0
0A84AC476F,17.0,0.3333333333333333,0.6470588235294118,-0.056750338460172675,0.0
0A9FAD7C8E,18.0,0.3333333333333333,0.6666666666666666,-0.0012650642519475416,0.0
0AB7634358,18.0,0.3333333333333333,0.5555555555555555,-0.0012650642519475416,0.0
0AC1E9DA19,21.0,0.16666666666666666,0.5238095238095237,0.16519075837272787,0.0
0AC7B7F842,17.0,0.8333333333333334,0.6470588235294118,-0.056750338460172675,0.0
0ACADEE2BF,21.0,0.3333333333333333,0.47619047619047616,0.16519075837272787,0.0
0ADF0C1D1F,18.0,0.3333333333333333,0.611111111111111,-0.0012650642519475416,0.0
0AE4696C1C,21.0,0.3333333333333333,0.6666666666666666,0.16519075837272787,0.0
0AE60AD6A6,20.0,0.5,0.5,0.10970548416450274,0.0
0AF359B545,16.0,0.3333333333333333,0.625,-0.11223561266839782,0.0
0AF8707A57,21.0,0.5,0.47619047619047616,0.16519075837272787,0.0
0B0760D79C,17.0,0.5,0.3529411764705882,-0.056750338460172675,0.0
0B2BE41E98,20.0,0.5,0.75,0.10970548416450274,0.0
0B35470208,18.0,0.5,0.4444444444444445,-0.0012650642519475416,0.0
0B44FFEE5A,21.0,0.3333333333333333,0.5714285714285714,0.16519075837272787,0.0
0B4D6FE8BB,19.0,0.5,0.6842105263157894,0.0542202099562776,0.0
0B592E7766,20.0,0.3333333333333333,0.7,0.10970548416450274,0.0
0B766B6CF2,15.0,0.5,0.6000000000000001,-0.16772088687662295,0.0
0B770D9ECB,19.0,0.3333333333333333,0.7894736842105263,0.0542202099562776,0.0
0B7F2E7773,21.0,0.5,0.47619047619047616,0.16519075837272787,0.0
0B84346C79,21.0,0.5,0.42857142857142855,0.16519075837272787,0.0
0B902F3D6F,19.0,0.6666666666666666,0.5789473684210527,0.0542202099562776,0.0
0B903234D2,16.0,0.5,0.625,-0.11223561266839782,0.0
0B96F7D42C,17.0,0.16666666666666666,0.6470588235294117,-0.056750338460172675,0.0
0BA0A36E32,18.0,0.3333333333333333,0.7222222222222221,-0.0012650642519475416,0.0
0BA2FA5E75,16.0,0.3333333333333333,0.6875,-0.11223561266839782,0.0
0BA6BB1620,20.0,0.6666666666666666,0.30000000000000004,0.10970548416450274,0.0
0BCB8CCD94,15.0,0.16666666666666666,0.5333333333333333,-0.16772088687662295,0.0
0BCDCF5E1C,18.0,0.3333333333333333,0.7777777777777778,-0.0012650642519475416,0.0
0BE08E0C33,45.0,1.0,0.8888888888888887,1.496837339370131,1.0
0BF0C9D867,19.0,0.5,0.5789473684210527,0.0542202099562776,0.0
0BF2D38EB4,21.0,0.16666666666666666,0.5238095238095237,0.16519075837272787,0.0
0BF7074D0D,16.0,0.3333333333333333,0.6875,-0.11223561266839782,0.0
0BFDCC5B83,21.0,0.3333333333333333,0.6190476190476191,0.16519075837272787,0.0
0C184F734F,17.0,0.3333333333333333,0.7647058823529411,-0.056750338460172675,0.0
0C3A9D9184,15.0,0.3333333333333333,0.6,-0.16772088687662295,0.0
0C3AF60412,43.0,0.8333333333333334,0.813953488372093,1.3858667909536808,1.0
0C3C75EA0C,15.0,0.3333333333333333,0.5333333333333333,-0.16772088687662295,0.0
0C3DE31546,16.0,0.5,0.75,-0.11223561266839782,0.0
0C3F2A2F10,18.0,0.5,0.6111111111111112,-0.0012650642519475416,0.0
0C64F2C3F2,16.0,0.5,0.5625,-0.11223561266839782,0.0
0C672DEBA9,20.0,0.3333333333333333,0.7000000000000001,0.10970548416450274,0.0
0C6762016A,15.0,0.16666666666666666,0.3333333333333333,-0.16772088687662295,0.0
0C6AB919D9,21.0,0.5,0.5714285714285714,0.16519075837272787,0.0
0C7B01C1AF,18.0,0.3333333333333333,0.5555555555555556,-0.0012650642519475416,0.0
0C7BFAEA90,18.0,0.3333333333333333,0.5555555555555556,-0.0012650642519475416,0.0
0C809000F4,17.0,0.3333333333333333,0.7058823529411764,-0.056750338460172675,0.0
0C8975FBA3,20.0,0.5,0.7,0.10970548416450274,0.0
0C8CFD6AB2,17.0,0.3333333333333333,0.7647058823529411,-0.056750338460172675,0.0
0C8DECE444,15.0,0.6666666666666666,0.8,-0.16772088687662295,0.0
0CA35CAD72,15.0,0.3333333333333333,0.6000000000000001,-0.16772088687662295,0.0
0CA423DA73,19.0,0.6666666666666666,0.42105263157894735,0.0542202099562776,0.0
0CAD51CEB2,19.0,0.16666666666666666,0.631578947368421,0.0542202099562776,0.0
0CCD1257BC,16.0,0.16666666666666666,0.5625,-0.11223561266839782,0.0
0CD3987B46,20.0,0.3333333333333333,0.45,0.10970548416450274,0.0
0CD3DFEA0F,19.0,0.16666666666666666,0.6842105263157894,0.0542202099562776,0.0
0CD57D87CD,16.0,0.3333333333333333,0.875,-0.11223561266839782,0.0
0CDE3145A1,21.0,0.6666666666666666,0.6190476190476191,0.16519075837272787,0.0
0CDF1B5E78,17.0,0.5,0.4117647058823529,-0.056750338460172675,0.0
0CE1BA51B9,15.0,0.3333333333333333,0.4666666666666667,-0.16772088687662295,0.0
0CFD75E1C8,20.0,0.5,0.7499999999999999,0.10970548416450274,0.0
0D04F2C404,15.0,0.5,0.5333333333333333,-0.16772088687662295,0.0
0D16DA79A8,17.0,0.5,0.47058823529411764,-0.056750338460172675,0.0
0D16F232FE,19.0,0.5,0.5789473684210527,0.0542202099562776,0.0
0D2C612653,21.0,0.6666666666666666,0.5714285714285714,0.16519075837272787,0.0
0D5A21CB82,19.0,0.16666666666666666,0.6842105263157894,0.0542202099562776,0.0
0D741233B5,17.0,0.6666666666666666,0.7058823529411764,-0.056750338460172675,0.0
0D7B8A4C46,19.0,0.5,0.6842105263157894,0.0542202099562776,0.0
0D94CB5847,19.0,0.5,0.47368421052631576,0.0542202099562776,0.0
0D9DA4C772,21.0,0.5,0.6190476190476191,0.16519075837272787,0.0
0DB0976759,17.0,0.6666666666666666,0.5882352941176471,-0.056750338460172675,0.0
0DB52934F6,18.0,0.16666666666666666,0.7777777777777777,-0.0012650642519475416,0.0
0DC633730F,17.0,0.5,0.4117647058823529,-0.056750338460172675,0.0
0DE575A08D,18.0,0.16666666666666666,0.6111111111111112,-0.0012650642519475416,0.0
0DE77C8B83,18.0,0.5,0.5555555555555556,-0.0012650642519475416,0.0
0DED31F88D,47.0,1.0,0.9148936170212765,1.6078078877865813,1.0
0DEEF7BE17,18.0,0.5,0.7222222222222223,-0.0012650642519475416,0.0
0DF4A3834D,18.0,0.5,0.4444444444444445,-0.0012650642519475416,0.0
0E0188C5A4,16.0,0.6666666666666666,0.75,-0.11223561266839782,0.0
0E07024771,15.0,0.3333333333333333,0.6666666666666667,-0.16772088687662295,0.0
0E12C2315A,15.0,0.3333333333333333,0.7333333333333334,-0.16772088687662295,0.0
0E16921924,17.0,0.5,0.588235294117647,-0.056750338460172675,0.0
0E3EF97D44,19.0,0.8333333333333334,0.6842105263157894,0.0542202099562776,0.0
0E4E1C6BE3,16.0,0.3333333333333333,0.625,-0.11223561266839782,0.0
0E85FFC2B8,16.0,0.3333333333333333,0.6875,-0.11223561266839782,0.0
0E94492405,15.0,0.16666666666666666,0.8,-0.16772088687662295,0.0
0E97347549,17.0,0.3333333333333333,0.5882352941176471,-0.056750338460172675,0.0
0E984B41D4,15.0,0.3333333333333333,0.6666666666666666,-0.16772088687662295,0.0
0E9974258B,18.0,0.5,0.5,-0.0012650642519475416,0.0
0EA26CEA0E,21.0,0.6666666666666666,0.8095238095238095,0.16519075837272787,0.0
0EAD9EBD01,20.0,0.3333333333333333,0.6,0.10970548416450274,0.0
0EB18282C2,19.0,0.8333333333333334,0.47368421052631576,0.0542202099562776,0.0
0ECC8B70CE,17.0,0.3333333333333333,0.47058823529411764,-0.056750338460172675,0.0
0ECF16267A,16.0,0.16666666666666666,0.3125,-0.11223561266839782,0.0
0EF05CDE72,18.0,0.6666666666666666,0.5,-0.0012650642519475416,0.0
0EF522D54D,18.0,0.3333333333333333,0.5555555555555555,-0.0012650642519475416,0.0
0EFBCFA617,19.0,0.3333333333333333,0.631578947368421,0.0542202099562776,0.0
0F1B209F7B,15.0,0.5,0.6,-0.16772088687662295,0.0
0F350A8469,19.0,0.5,0.5263157894736842,0.0542202099562776,0.0
0F3E6674D3,23.0,0.8333333333333334,0.826086956521739,0.27616130678917816,1.0
0F3FE29100,25.0,1.0,0.9199999999999999,0.38713185520562843,1.0
0F40310D0E,17.0,0.5,0.5882352941176471,-0.056750338460172675,0.0
0F4B2B4D60,20.0,0.5,0.7,0.10970548416450274,0.0
0F5BFBD2E7,46.0,0.8333333333333334,0.9130434782608695,1.5523226135783563,1.0
0F8103BC96,15.0,0.3333333333333333,0.7333333333333334,-0.16772088687662295,0.0
0F908233EF,17.0,0.5,0.588235294117647,-0.056750338460172675,0.0
0F984834CF,15.0,0.3333333333333333,0.5333333333333333,-0.16772088687662295,0.0
0FA89960EC,15.0,0.3333333333333333,0.5333333333333333,-0.16772088687662295,0.0
0FB48897E3,21.0,0.3333333333333333,0.42857142857142855,0.16519075837272787,0.0
0FC1453D44,24.0,0.8333333333333334,0.8749999999999999,0.3316465809974033,1.0
0FCC0F62D6,17.0,0.16666666666666666,0.7058823529411765,-0.056750338460172675,0.0
0FD253802D,15.0,0.3333333333333333,0.6000000000000001,-0.16772088687662295,0.0
0FD406938D,20.0,0.3333333333333333,0.7,0.10970548416450274,0.0
0FD53D5F86,15.0,0.16666666666666666,0.5333333333333333,-0.16772088687662295,0.0
0FE88D035D,15.0,0.5,0.7333333333333334,-0.16772088687662295,0.0
0FE97A9104,19.0,0.5,0.42105263157894735,0.0542202099562776,0.0
100C704084,15.0,0.3333333333333333,0.4666666666666667,-0.16772088687662295,0.0
100C9621F3,15.0,0.16666666666666666,0.6666666666666667,-0.16772088687662295,0.0
10167D52C0,21.0,0.6666666666666666,0.6666666666666666,0.16519075837272787,0.0
10172A64BB,19.0,0.8333333333333334,0.631578947368421,0.0542202099562776,0.0
102C61ED96,15.0,0.3333333333333333,0.6,-0.16772088687662295,0.0
10498BD975,15.0,0.3333333333333333,0.4,-0.16772088687662295,0.0
1051FB3783,19.0,0.3333333333333333,0.42105263157894735,0.0542202099562776,0.0
