,UserId,Event,Category,Fake
111,43E8BC9A78,click_ad,Jobs,0
112,342257BA45,click_ad,Jobs,0
113,DFF7737B99,phone_call,Holidays,0
114,14EE5A6710,phone_call,Motor,0
115,93B72D5CAC,click_carrousel,Real_State,0
116,3481BE2BEA,click_carrousel,Leisure,0
117,A278DA4190,click_ad,Motor,0
118,B61B9B6246,send_email,Jobs,0
119,BDBFF06D63,phone_call,Jobs,0
120,A0498EE116,phone_call,Holidays,0
121,2E9ED01348,send_sms,Jobs,0
122,BCE92A2399,send_email,Holidays,0
123,2E957AE261,send_sms,Phone,0
124,0FD406938D,phone_call,Leisure,0
125,B2E3D53173,send_email,Jobs,0
126,F93E95AB84,click_carrousel,Phone,0
127,8DD78A5F77,send_email,Holidays,1
128,26A9897903,click_ad,Real_State,1
129,7755CBAC76,send_email,Phone,1
130,89BBDDCF19,phone_call,Motor,0
131,ED9C24907E,click_ad,Leisure,0
132,85E0BFA2A7,send_sms,Jobs,0
133,845D15B788,click_carrousel,Motor,0
134,70F445BC0D,phone_call,Leisure,0
135,DEA758C44A,phone_call,Real_State,0
136,AE735AC7FD,click_ad,Real_State,1
137,BA61664A9F,click_carrousel,Real_State,0
138,4552D0FF98,send_email,Holidays,0
139,A05BC7ABDD,phone_call,Motor,0
140,542F2F4D3D,click_carrousel,Motor,0
141,F1585EE664,click_ad,Real_State,0
142,184C6972F7,send_email,Jobs,0
143,94F4B1A939,click_carrousel,Holidays,0
144,7A036AC5FA,send_sms,Jobs,0
145,8A28DCA7BB,send_sms,Jobs,0
146,3A66422DFA,send_email,Phone,0
147,D516AC9B78,click_carrousel,Holidays,0
148,6759E59693,click_ad,Real_State,0
149,ABEF3C7E85,click_carrousel,Leisure,0
150,0F3E6674D3,click_ad,Leisure,1
151,86DDCFF433,phone_call,Motor,0
152,A1C35E5B9D,send_sms,Real_State,0
153,06C6005829,send_sms,Motor,0
154,CA2BCBE958,send_email,Real_State,0
155,900FA32E37,send_email,Motor,0
156,3998CEA53D,send_email,Holidays,0
157,6A41A792E6,phone_call,Motor,0
158,8B9C402A15,click_carrousel,Real_State,0
159,5D96351A67,send_email,Motor,0
160,F38E959909,send_email,Phone,0
161,8EF17754C5,click_ad,Leisure,0
162,48713F610E,click_carrousel,Phone,1
163,2027FEDC07,send_sms,Real_State,0
164,AC5E83FF23,send_sms,Leisure,0
165,EED259945F,send_email,Real_State,0
166,B369D9B996,send_sms,Leisure,0
167,0DB0976759,click_ad,Leisure,0
168,CB5C759DEA,click_carrousel,Holidays,0
169,1899A4C859,click_ad,Motor,0
170,3E0DBD33F1,phone_call,Phone,0
171,A3C13DD257,click_ad,Phone,0
172,BEC6CA94A2,send_email,Jobs,0
173,98452AFBAA,send_email,Motor,1
174,0B2BE41E98,click_ad,Real_State,0
175,A53EF43BBA,click_ad,Phone,0
176,A7816C7DB1,phone_call,Holidays,0
177,14F9517C14,click_ad,Leisure,0
178,5FC04C88D1,click_ad,Holidays,1
179,81A7B18097,click_carrousel,Leisure,0
180,59CB379B54,click_carrousel,Holidays,0
181,0E16921924,click_ad,Motor,0
182,2323A12C9B,click_ad,Holidays,0
183,D230A98C12,send_email,Motor,0
184,4FCAC8B67C,send_email,Motor,1
185,0CCD1257BC,click_carrousel,Jobs,0
186,189690E02C,send_email,Real_State,0
187,7C6DDC4A56,send_sms,Motor,0
188,5BBE2153C4,send_email,Real_State,1
189,B3AB7BDC3C,send_sms,Motor,0
190,B52100F522,phone_call,Phone,0
191,6ED6D3506B,send_sms,Real_State,0
192,09C6D5BA52,phone_call,Real_State,0
193,0FD53D5F86,click_ad,Real_State,0
194,2534AC1A85,send_email,Motor,1
195,A32E807894,click_ad,Holidays,0
196,EA3C57118D,click_carrousel,Leisure,0
197,9D08F63E61,send_sms,Motor,0
198,6FCC957434,click_ad,Real_State,0
199,132B8BD52C,send_email,Phone,0
200,1B75D4C663,phone_call,Real_State,0
201,1EB6654836,send_sms,Leisure,1
202,5DECE98B8B,click_carrousel,Phone,0
203,034F180CF7,click_ad,Leisure,0
204,C70FFD86E1,phone_call,Motor,0
205,21F3893276,click_ad,Holidays,1
206,732CD098D4,click_ad,Jobs,1
207,9782484DE2,phone_call,Jobs,0
208,EA96FA7755,send_sms,Jobs,0
209,4F490BF03D,send_email,Holidays,0
210,6C3AC5DF4E,send_email,Holidays,0
211,DBF4A27F74,send_sms,Holidays,0
212,B418BEAF6F,send_sms,Phone,0
213,3B4B1E6632,phone_call,Leisure,0
214,6E070411B2,send_sms,Holidays,0
215,301CB2B0B1,click_carrousel,Jobs,0
216,E9AF6EC752,click_carrousel,Holidays,0
217,5DF5A3EE55,send_sms,Leisure,0
218,C81CC38304,phone_call,Motor,0
219,6723828AB4,phone_call,Jobs,0
220,8A8669D316,send_sms,Jobs,0
221,A0831FD3E6,send_sms,Holidays,0
222,D6D7FF326F,send_email,Real_State,0
223,3A6BD6437A,phone_call,Jobs,0
224,452CB71A10,send_sms,Motor,0
225,3428595D1A,click_ad,Holidays,0
226,8B22A393D8,phone_call,Phone,0
227,124F177CC0,click_ad,Real_State,0
228,1FF4545DEF,send_email,Holidays,0
229,6E476B8EE6,click_ad,Holidays,0
230,E2B2E673C1,phone_call,Real_State,0
231,0A4407A302,click_ad,Jobs,0
232,D24EAD4AED,send_sms,Motor,0
233,6614F2B19C,click_ad,Real_State,0
234,57F1B2C0E5,send_email,Phone,0
235,61DEA96F31,click_ad,Leisure,0
236,B10C49434C,send_sms,Motor,0
237,2CB3E3A3C2,phone_call,Phone,0
238,E7397567E5,click_ad,Real_State,0
239,8C37E42BE4,click_ad,Leisure,1
240,50385B2B16,click_carrousel,Holidays,0
241,CAD0083B9B,phone_call,Phone,0
242,62C06E679D,click_carrousel,Leisure,0
243,E9AF6EC752,send_email,Holidays,0
244,8711E1D910,click_ad,Jobs,0
245,B9C1DADFC6,send_email,Jobs,0
246,CC65B3334B,phone_call,Holidays,0
247,BB29669217,click_ad,Motor,0
248,916BF66872,click_carrousel,Real_State,0
249,99ABC982A8,click_ad,Real_State,0
250,1299825446,send_sms,Phone,0
251,79E8E0765F,send_sms,Holidays,0
252,91A357751C,click_ad,Phone,1
253,3EF02F7FD9,send_email,Motor,0
254,D92E69386B,phone_call,Real_State,0
255,9CACA5B919,send_sms,Jobs,0
256,03FDD38FC0,phone_call,Leisure,0
257,A91B2591B5,send_sms,Real_State,0
258,76B568E2A6,send_email,Jobs,0
259,2760EF1A0C,click_carrousel,Motor,0
260,DDFD0E0642,send_sms,Real_State,0
261,35C1528166,click_carrousel,Leisure,0
262,D0F294933D,phone_call,Leisure,0
263,786988B444,phone_call,Leisure,0
264,B994CF865A,send_sms,Jobs,0
265,AE98480FE6,send_sms,Motor,0
266,B80E6791B1,send_sms,Leisure,0
267,7ED2A56A91,phone_call,Phone,0
268,8A1ACBD1CD,click_carrousel,Phone,0
269,BCDD1063A6,click_carrousel,Leisure,0
270,9CF47B4409,send_email,Jobs,1
271,D9C907D8C5,send_sms,Motor,0
272,EC4E830528,click_ad,Leisure,0
273,16A48746DA,click_ad,Real_State,0
274,E9265A27A5,phone_call,Leisure,0
275,3202DD6D3C,click_carrousel,Jobs,0
276,208D71B21A,phone_call,Leisure,0
277,6CBA98693B,click_ad,Holidays,1
278,00AE418236,send_sms,Real_State,0
279,EF90167545,send_email,Holidays,0
280,7274422D4C,click_carrousel,Motor,0
281,60EA5AD748,click_ad,Phone,0
282,75B4B4A122,click_ad,Phone,0
283,4F95F011F2,phone_call,Motor,0
284,F607EACED1,send_email,Jobs,0
285,08D60A68C6,send_sms,Motor,0
286,C6B5DAA37F,click_ad,Motor,0
287,178FCAEE6A,click_ad,Phone,0
288,C5AAFF44A7,phone_call,Jobs,0
289,3B20D249A0,phone_call,Real_State,0
290,E180FAA15C,phone_call,Jobs,0
291,6B072DFFB8,phone_call,Phone,0
292,FFD2B9DC06,click_carrousel,Leisure,0
293,1E85FE386A,click_carrousel,Holidays,0
294,2392BD16DD,click_carrousel,Real_State,0
295,FCB33BF53B,send_email,Jobs,0
296,95D1711C2E,send_email,Phone,0
297,6B70468A95,send_sms,Motor,0
298,A11AE9A967,phone_call,Real_State,0
299,0CA35CAD72,send_sms,Motor,0
300,19F7DAF5A8,phone_call,Jobs,0
301,40A25D22A8,send_email,Jobs,1
302,E67457795F,send_email,Holidays,0
303,A23F3799BC,send_sms,Holidays,0
304,52399C8CC8,click_ad,Jobs,0
305,3872E2F527,phone_call,Real_State,0
306,E7FBA53C3B,send_email,Phone,1
307,265B163F7A,phone_call,Jobs,0
308,3A1CC8D3BF,click_ad,Jobs,0
309,F57EF06B6C,send_sms,Leisure,0
310,AC71C24F2A,send_email,Motor,1
311,3FE102219E,click_ad,Real_State,0
312,421B6552EA,send_sms,Jobs,0
313,FB984045E4,send_email,Phone,1
314,1E85C352A1,click_ad,Jobs,1
315,82CEECD9C2,click_ad,Real_State,0
316,02330B1CC5,send_sms,Leisure,1
317,F344291F3C,click_carrousel,Real_State,0
318,B1F0570E8F,send_sms,Leisure,0
319,E19885DADB,phone_call,Motor,0
320,247FBDDB72,phone_call,Jobs,0
321,E7FDEAD589,phone_call,Real_State,0
322,D561DFB403,click_carrousel,Phone,0
323,B75E2FF491,click_ad,Leisure,0
324,CAF02318F0,send_email,Phone,0
325,77CD434989,click_ad,Phone,0
326,720690AEFC,phone_call,Motor,0
327,95154431F8,send_sms,Leisure,0
328,48C3CFCABE,send_email,Phone,0
329,279B75C86B,click_carrousel,Motor,0
330,4DEDB17349,click_carrousel,Phone,0
331,2946293767,click_carrousel,Leisure,0
332,46ACB9F601,click_carrousel,Jobs,0
333,94DD317613,click_carrousel,Jobs,0
334,B52100F522,send_email,Phone,0
335,1EE71C6F6D,send_sms,Phone,0
336,2C7533F3CD,phone_call,Phone,1
337,72286BB94A,send_sms,Holidays,0
338,096C6C4EAE,phone_call,Leisure,0
339,0EFBCFA617,send_sms,Phone,0
340,3DAE8929E9,click_carrousel,Phone,0
341,37FB032288,click_carrousel,Holidays,0
342,D9019AD8EE,send_sms,Jobs,0
343,E3CA59FC07,send_email,Jobs,0
344,11A878CD9E,send_sms,Leisure,0
345,627512965A,click_ad,Motor,0
346,7EEDA2FAA6,click_carrousel,Real_State,0
347,A1C5C5161C,send_sms,Jobs,0
348,FDAECD07A2,send_sms,Jobs,0
349,F284FA2917,phone_call,Motor,0
350,4CE7D6A669,send_email,Holidays,0
351,5DFDBFB6D2,phone_call,Motor,0
352,A4C231C7ED,phone_call,Jobs,0
353,18CAEE853F,send_sms,Phone,0
354,3F7719DA56,click_carrousel,Leisure,0
355,78B1E3B21E,click_ad,Phone,0
356,0AB7634358,phone_call,Holidays,0
357,7BCA227D57,phone_call,Leisure,0
358,9978F774F7,click_ad,Jobs,0
359,8E329F34C1,click_ad,Real_State,1
360,B36ED83D52,phone_call,Real_State,0
361,7448552C65,send_email,Motor,0
362,F461E0C14F,send_sms,Motor,0
363,4AAD4D15BE,send_sms,Holidays,0
364,D096517CC2,click_ad,Holidays,1
365,B2CB27FF06,send_sms,Motor,0
366,B63618F130,click_carrousel,Jobs,0
367,0A9FAD7C8E,send_email,Phone,0
368,BD3D1E9872,send_email,Phone,0
369,05F41BEA2E,send_sms,Real_State,0
370,B1B85F3B5F,click_carrousel,Leisure,0
371,FC690FEB4E,send_sms,Holidays,0
372,627512965A,click_carrousel,Motor,0
373,839258D126,click_ad,Motor,0
374,771D6B12A7,click_carrousel,Real_State,1
375,9B1385244C,phone_call,Jobs,0
376,C06434CD86,phone_call,Real_State,0
377,BB860A580D,click_ad,Motor,0
378,6C1BA7894B,click_carrousel,Leisure,0
379,EEAFC71497,click_carrousel,Phone,0
380,6B963C19D2,click_ad,Phone,0
381,E8DC84B164,click_ad,Leisure,0
382,CCA5D7D621,send_sms,Holidays,0
383,09005C3CA6,click_ad,Leisure,0
384,DA4374BC44,phone_call,Motor,0
385,0CDE3145A1,click_carrousel,Real_State,0
386,6A41A792E6,click_ad,Motor,0
387,002AC5849C,send_email,Holidays,0
388,C4826E7008,click_carrousel,Phone,0
389,9A1AD2532A,click_carrousel,Jobs,0
390,CC299DB197,send_email,Holidays,1
391,E842ECB801,send_sms,Motor,0
392,AB3B5EDF2C,phone_call,Jobs,0
393,092AF52C54,phone_call,Jobs,0
394,71B84BDE91,phone_call,Holidays,0
395,4CE05CCB5E,send_email,Motor,0
396,9E5DAC2830,phone_call,Holidays,0
397,9F52F39699,send_email,Real_State,0
398,2C2E42C840,send_sms,Phone,0
399,14D0A748AB,click_carrousel,Phone,0
400,74D46AF121,click_ad,Motor,0
401,B2E3D53173,click_carrousel,Jobs,0
402,D6F1C9CCC1,click_carrousel,Real_State,0
403,5C282BC0A9,click_carrousel,Motor,0
404,79B3A0CC14,click_carrousel,Jobs,0
405,BF9D4CB6ED,send_sms,Holidays,0
406,DDCD483706,send_sms,Holidays,0
407,398A791AF4,send_sms,Motor,0
408,DE39D47595,click_carrousel,Real_State,0
409,EBB8BF5E12,phone_call,Leisure,0
410,F3245A4EFA,click_carrousel,Jobs,0
411,0472261EA5,phone_call,Motor,0
412,9A0AD0A1AD,click_carrousel,Real_State,1
413,9813E07C57,click_ad,Leisure,0
414,E562F525DC,send_sms,Jobs,0
415,AD468BA097,phone_call,Phone,0
416,F64CEA2F51,send_email,Jobs,0
417,CE00319F4A,click_ad,Jobs,0
418,CEC492F743,phone_call,Leisure,0
419,78DEFDB54A,click_carrousel,Motor,0
420,9B683FF395,click_ad,Leisure,0
421,880EB8716C,click_ad,Holidays,1
422,916337D59C,click_ad,Phone,0
423,102C61ED96,phone_call,Real_State,0
424,46404B408E,send_email,Jobs,0
425,EB7EBB9CE2,send_email,Holidays,0
426,4A5B7C4C50,click_carrousel,Motor,0
427,C071DF012B,send_email,Motor,1
428,43F9D545B9,send_email,Leisure,0
429,18C1773AB8,click_ad,Real_State,1
430,2DBFC21C0A,click_carrousel,Jobs,0
431,D370129898,click_carrousel,Phone,0
432,82D170CC43,send_sms,Jobs,0
433,298B8917AE,click_carrousel,Leisure,0
434,62EB5AE5A1,click_carrousel,Leisure,0
435,D1D73FC0C7,phone_call,Leisure,0
436,4CF5BFE388,phone_call,Motor,0
437,E1680138AF,phone_call,Holidays,0
438,5A39BC8909,send_sms,Jobs,0
439,E10000376B,click_ad,Phone,0
440,57469B5C3F,phone_call,Phone,0
441,82F6B4F589,click_carrousel,Phone,0
442,0E3EF97D44,send_sms,Motor,0
443,1D818EDD22,click_ad,Leisure,0
444,D7EE53CB3C,click_ad,Motor,0
445,6FE738C549,phone_call,Jobs,0
446,1AA6CC4B57,send_sms,Motor,0
447,A82B91B530,click_carrousel,Phone,0
448,1AD214477A,send_email,Phone,0
449,8ECB0E61FA,send_email,Phone,0
450,E2F5420C21,send_email,Jobs,0
451,E9E417B611,send_sms,Phone,0
452,BE3DA187CB,send_sms,Holidays,1
453,6BD74554B3,click_ad,Jobs,0
454,638A13893B,send_sms,Real_State,0
455,1C9D84D958,click_ad,Motor,0
456,E5FD63CE40,click_carrousel,Motor,0
457,698167F577,click_carrousel,Phone,0
458,9B3074FAF7,phone_call,Holidays,0
459,2BF4FB1105,click_carrousel,Jobs,0
460,6DE41C659A,phone_call,Real_State,0
461,4C25646E2A,send_email,Phone,0
462,0B96F7D42C,click_ad,Phone,0
463,AFF330BC69,send_sms,Phone,0
464,3BF81EE197,send_email,Real_State,1
465,ABE546E0DB,click_ad,Real_State,0
466,594FF6199E,click_ad,Leisure,0
467,1F154F54D5,phone_call,Leisure,0
468,21DCB6AE8E,phone_call,Motor,0
469,79D93FA810,phone_call,Real_State,0
470,FC2FB55B22,send_email,Holidays,0
471,58F33139A7,click_ad,Motor,0
472,FA886C2B5B,send_email,Motor,0
473,4E1C1ED744,click_ad,Motor,0
474,FFD2B9DC06,phone_call,Leisure,0
475,210B427D02,send_email,Real_State,0
476,9B100182F3,click_ad,Holidays,1
477,0F40310D0E,click_ad,Leisure,0
478,F0AA234E5E,click_carrousel,Real_State,0
479,EE5F89B1BE,send_email,Holidays,1
480,F23A8A3401,phone_call,Leisure,0
481,2CAABBAE31,send_email,Leisure,0
482,75B69558BC,send_email,Phone,1
483,A19718E078,phone_call,Leisure,0
484,550AC5EBE8,click_ad,Leisure,0
485,AC4DE7B210,send_email,Leisure,0
486,FF2E0A3F4F,send_sms,Phone,0
487,06DCBF123D,send_email,Jobs,0
488,E6FC4E9A32,send_sms,Leisure,0
489,77AE720FA4,send_sms,Real_State,0
490,621C700CEB,send_sms,Leisure,0
491,3098ADDB97,send_email,Motor,0
492,8724F8C559,click_carrousel,Jobs,0
493,2D3A351743,click_carrousel,Motor,0
494,245360752C,click_carrousel,Motor,0
495,42D470FFC5,click_carrousel,Phone,0
496,FF40F1A50D,send_email,Real_State,1
497,13DD5ED84D,click_carrousel,Leisure,0
498,0B96F7D42C,phone_call,Phone,0
499,D60E0802EE,click_carrousel,Jobs,0
500,08AE85BFF1,click_carrousel,Phone,0
501,0B766B6CF2,send_sms,Leisure,0
502,50CFFD0C69,click_ad,Motor,1
503,CD31EA139A,send_email,Holidays,0
504,987F3C59FE,click_carrousel,Leisure,0
505,EE2636829F,send_email,Holidays,0
506,C7C229F069,send_email,Jobs,0
507,C5D478A124,send_email,Real_State,1
508,B4A01DCC06,send_email,Holidays,0
509,4DF38659CE,send_sms,Holidays,0
510,C4E9DC12AA,send_email,Leisure,0
511,EBF5C1D43C,click_ad,Motor,0
512,A858663176,click_ad,Phone,0
513,B3FAD196F3,click_ad,Jobs,0
514,65235863DC,send_email,Motor,1
515,61B1D86B1D,click_carrousel,Leisure,0
516,7BDFDD6290,send_email,Real_State,0
517,10DE934A8A,phone_call,Holidays,1
518,F3BC7BBA08,send_sms,Real_State,0
519,EF2DBEA776,click_ad,Jobs,0
520,B86E7F261F,send_sms,Motor,0
521,C4C4F6F2E6,phone_call,Phone,0
522,C01DF80E5E,send_email,Phone,0
523,A904BF04FC,send_email,Phone,0
524,CF5A92CEAA,phone_call,Leisure,0
525,7234ED999D,phone_call,Holidays,0
526,46461AE361,click_ad,Real_State,1
527,BFE1ED7391,click_ad,Phone,0
528,4D9667741A,phone_call,Phone,0
529,F352CBAC7E,send_sms,Holidays,0
530,D8888D08BD,click_ad,Leisure,1
531,3B935FDE04,send_sms,Jobs,0
532,CA814B2975,click_carrousel,Jobs,0
533,CEE24AB499,click_ad,Real_State,1
534,EC73E37DBB,click_carrousel,Phone,0
535,46D8B08759,click_ad,Phone,0
536,F07CD01B28,send_sms,Jobs,0
537,738C4CCBD0,send_sms,Phone,0
538,9B8D0AC185,click_carrousel,Phone,0
539,AA3B3CDE11,send_email,Phone,0
540,DE73D5A88E,send_email,Leisure,0
541,D41659D06D,click_carrousel,Leisure,0
542,D7A1E074A8,send_sms,Jobs,0
543,5732C7D17E,click_ad,Jobs,0
544,C971567548,send_email,Holidays,0
545,42D50A7606,click_ad,Real_State,0
546,BFE1ED7391,send_email,Phone,0
547,A858663176,send_sms,Phone,0
548,A0952875A2,phone_call,Holidays,0
549,E783889B7D,click_ad,Real_State,0
550,EED259945F,click_carrousel,Real_State,0
551,4012FDB335,send_email,Motor,0
552,D7EE53CB3C,send_sms,Motor,0
553,EFB54BEF82,click_ad,Leisure,1
554,361F2BE6DB,send_email,Holidays,0
555,45CF700443,click_carrousel,Motor,0
556,4E9BF1EA9F,phone_call,Motor,0
557,E3491C039C,phone_call,Leisure,0
558,B34CCFE392,send_email,Motor,1
559,2188A74B70,phone_call,Leisure,0
560,C4EA5D56FF,send_email,Real_State,0
561,37FCED6334,phone_call,Holidays,0
562,C3667E4E2E,send_email,Phone,1
563,A957AF9C50,send_email,Leisure,0
564,46E3B4A722,click_carrousel,Holidays,0
565,1CE2CA2A7F,click_ad,Jobs,0
566,2B68664D07,click_carrousel,Motor,0
567,DAC079D47B,send_email,Motor,0
568,FCD125DE61,send_sms,Phone,0
569,6D90A49ABB,phone_call,Jobs,0
570,D66179FFCE,send_sms,Motor,0
571,B63625934A,phone_call,Jobs,0
572,DC024F09F1,click_carrousel,Phone,0
573,2C15171FAF,click_ad,Holidays,0
574,1DBC37DBFA,send_email,Real_State,0
575,67F86FC586,click_ad,Leisure,1
576,4803A6514B,click_carrousel,Holidays,0
577,64F8B47DF6,click_ad,Real_State,0
578,85910E07AD,click_ad,Real_State,0
579,FCA2158E9E,send_email,Jobs,0
580,AD539C3404,click_carrousel,Leisure,0
581,7E6D4304D2,send_email,Leisure,0
582,D555025076,click_ad,Real_State,1
583,D3AF5D379E,click_carrousel,Jobs,0
584,F64CEA2F51,click_ad,Real_State,0
585,9543E561C7,click_carrousel,Holidays,0
586,967D7B4C46,click_carrousel,Jobs,0
587,909F126EA0,click_carrousel,Motor,0
588,A77255785D,click_ad,Holidays,0
589,D2F891B8DE,click_ad,Jobs,0
590,BB5D3DE7BF,click_ad,Holidays,0
591,0FE97A9104,send_email,Phone,0
592,18C1773AB8,click_ad,Jobs,1
593,8706402433,click_ad,Phone,0
594,7056AFC78E,phone_call,Phone,0
595,4ACFAC40EE,send_email,Phone,0
596,D88F1B1CCD,send_email,Holidays,0
597,B9DF8A9242,click_carrousel,Leisure,0
598,3388A6FEFE,click_carrousel,Real_State,0
599,5C063D4BD2,click_ad,Phone,0
600,E3C40B6001,click_carrousel,Phone,0
601,46A78C5E92,send_sms,Jobs,0
602,E31CEA3C21,send_email,Holidays,0
603,AE614C0103,send_email,Leisure,0
604,1F82BE06F8,send_sms,Motor,0
605,F03DF20469,phone_call,Motor,0
606,68C340AFB7,send_sms,Holidays,0
607,DE74612FD3,click_ad,Leisure,0
608,5165B5CA00,click_ad,Phone,1
609,90DBAE2EEB,phone_call,Holidays,0
610,1A13534D1E,send_sms,Leisure,0
611,64F532A744,send_sms,Leisure,0
612,692F00D84F,click_ad,Phone,0
613,7ED818ACF6,send_email,Motor,1
614,EEDE5EA7CA,send_email,Leisure,0
615,ED9C24907E,send_sms,Leisure,0
616,551D078190,send_sms,Leisure,0
617,754C57F65E,send_email,Leisure,0
618,27DCC7B0CA,click_ad,Phone,0
619,968A295F4F,phone_call,Real_State,0
620,1059E1A11F,click_carrousel,Holidays,0
621,712261C67F,click_ad,Phone,0
622,A19227C7BA,phone_call,Leisure,0
623,5F382B4E94,phone_call,Motor,0
624,71DEE0AFF3,send_sms,Holidays,0
625,F6C2EB3447,send_sms,Motor,0
626,3397E8B6E3,send_email,Real_State,0
627,E7397567E5,phone_call,Real_State,0
628,DE451D5034,phone_call,Jobs,0
629,68F69FDF09,click_carrousel,Leisure,0
630,1A1890113E,phone_call,Leisure,0
631,8E6FF7A78E,click_carrousel,Leisure,0
632,08E5D8029F,click_carrousel,Phone,0
633,E4910258BD,send_email,Motor,1
634,014AFCC716,send_email,Jobs,0
635,13E0F3D86E,send_sms,Holidays,0
636,0DC633730F,phone_call,Motor,0
637,762CC2ACC0,click_ad,Leisure,0
